"","X","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Alley","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","RoofMatl","Exterior1st","Exterior2nd","ExterQual","ExterCond","BsmtQual","BsmtCond","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageCars","GarageArea","GarageQual","GarageCond","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MoSold","YrSold","SaleType","SaleCondition","HouseAge","GarageAge","RemodAddAge","SalePriceThousands"
"1232",1232,1,90,"RL",70,7728,NA,"NAmes","Norm","Norm","Duplex","SLvl",5,6,"CompShg","Wd Sdng","Wd Sdng","TA","TA","TA","TA","ALQ",803,"Unf",0,303,1106,"GasA","SBrkr",1190,0,0,1190,1,0,1,0,3,1,"TA",6,"Typ",0,"Attchd",2,540,"TA","TA",0,18,0,0,0,0,NA,"GdWo",5,2006,"WD","Normal",44,44,44,132.5
"1233",1233,1,90,"RL",70,9842,NA,"NAmes","Norm","Norm","Duplex","1Story",4,5,"CompShg","HdBoard","HdBoard","TA","TA",NA,NA,NA,0,NA,0,0,0,"GasA","SBrkr",1224,0,0,1224,0,0,2,0,2,2,"TA",6,"Typ",0,"CarPort",2,462,"TA","TA",0,0,0,0,0,0,NA,NA,3,2007,"WD","Normal",45,45,45,101.8
"1234",1234,1,20,"RL",0,12160,NA,"NAmes","Norm","Norm","1Fam","1Story",5,5,"CompShg","Plywood","Plywood","TA","TA","TA","TA","Rec",1000,"Unf",0,188,1188,"GasA","SBrkr",1188,0,0,1188,1,0,1,0,3,1,"TA",6,"Typ",0,"Attchd",2,531,"TA","TA",0,0,0,0,0,0,NA,"MnPrv",5,2010,"COD","Abnorml",51,51,51,142
"1235",1235,1,70,"RH",55,8525,NA,"SWISU","Norm","Norm","1Fam","2Story",5,6,"CompShg","MetalSd","MetalSd","TA","TA","TA","TA","Unf",0,"Unf",0,940,940,"GasA","FuseA",1024,940,0,1964,0,0,1,1,4,1,"TA",7,"Typ",0,NA,0,0,NA,NA,0,192,0,0,0,0,NA,NA,11,2008,"WD","Abnorml",97,0,58,130
"1236",1236,1,70,"RL",96,13132,NA,"Crawfor","Norm","Norm","1Fam","2Story",5,5,"CompShg","Wd Sdng","Wd Sdng","TA","TA","Gd","TA","Unf",0,"Unf",0,747,747,"GasA","FuseF",892,892,0,1784,0,0,1,1,4,1,"TA",9,"Typ",0,"Detchd",1,180,"Fa","Fa",203,40,0,0,0,0,NA,NA,7,2006,"WD","Normal",92,92,56,138.887
"1237",1237,1,160,"RL",36,2628,NA,"NridgHt","Norm","Norm","Twnhs","2Story",7,5,"CompShg","VinylSd","Wd Shng","Gd","TA","Gd","TA","Unf",0,"Unf",0,764,764,"GasA","SBrkr",764,862,0,1626,0,0,2,1,2,1,"Gd",6,"Typ",0,"BuiltIn",2,474,"TA","TA",0,27,0,0,0,0,NA,NA,6,2010,"WD","Normal",7,7,7,175.5
"1238",1238,1,60,"RL",41,12393,NA,"CollgCr","Norm","Norm","1Fam","2Story",7,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","Unf",0,"Unf",0,847,847,"GasA","SBrkr",847,1101,0,1948,0,0,2,1,4,1,"Gd",8,"Typ",1,"BuiltIn",2,434,"TA","TA",100,48,0,0,0,0,NA,NA,9,2006,"WD","Normal",2,2,1,195
"1239",1239,1,20,"RL",63,13072,NA,"SawyerW","RRAe","Norm","1Fam","1Story",6,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","Unf",0,"Unf",0,1141,1141,"GasA","SBrkr",1141,0,0,1141,0,0,1,1,3,1,"TA",6,"Typ",0,"Detchd",2,484,"TA","TA",0,0,0,0,0,0,NA,NA,3,2006,"WD","Abnorml",1,1,1,142.5
"1240",1240,1,20,"RL",64,9037,NA,"Timber","Norm","Norm","1Fam","1Story",8,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","GLQ",428,"Unf",0,1048,1476,"GasA","SBrkr",1484,0,0,1484,0,0,2,0,2,1,"Ex",6,"Typ",1,"Attchd",2,472,"TA","TA",120,33,0,0,0,0,NA,NA,12,2007,"WD","Normal",1,1,1,265.9
"1241",1241,1,60,"RL",65,8158,NA,"CollgCr","Norm","Norm","1Fam","2Story",7,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","GLQ",550,"Unf",0,334,884,"GasA","SBrkr",884,884,0,1768,1,0,2,1,3,1,"Gd",8,"Typ",0,"Attchd",2,543,"TA","TA",0,63,0,0,0,0,NA,NA,7,2008,"WD","Normal",5,5,5,224.9
"1242",1242,1,20,"RL",83,9849,NA,"Somerst","Norm","Norm","1Fam","1Story",7,6,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","Unf",0,"Unf",0,1689,1689,"GasA","SBrkr",1689,0,0,1689,0,0,2,0,3,1,"Gd",7,"Typ",0,"Attchd",3,954,"TA","TA",0,56,0,0,0,0,NA,NA,6,2007,"New","Partial",0,0,0,248.328
"1243",1243,1,85,"RL",85,10625,NA,"NWAmes","Norm","Norm","1Fam","SFoyer",7,6,"CompShg","Plywood","Plywood","TA","TA","Gd","TA","GLQ",885,"LwQ",168,0,1053,"GasA","SBrkr",1173,0,0,1173,1,0,2,0,3,1,"Gd",6,"Typ",2,"Attchd",2,528,"TA","TA",0,120,0,0,0,0,NA,"MnPrv",1,2010,"WD","Family",36,36,36,170
"1244",1244,1,20,"RL",107,13891,NA,"NridgHt","Norm","Norm","1Fam","1Story",10,5,"CompShg","VinylSd","VinylSd","Ex","TA","Ex","Gd","GLQ",1386,"Unf",0,690,2076,"GasA","SBrkr",2076,0,0,2076,1,0,2,1,2,1,"Ex",7,"Typ",1,"Attchd",3,850,"TA","TA",216,229,0,0,0,0,NA,NA,9,2006,"New","Partial",0,0,0,465
"1245",1245,1,70,"RL",0,11435,NA,"Crawfor","Norm","Norm","1Fam","2Story",8,7,"CompShg","BrkFace","Stucco","TA","TA","Gd","TA","Unf",0,"Unf",0,792,792,"GasA","SBrkr",792,725,0,1517,0,0,1,0,3,1,"Gd",7,"Typ",2,"Detchd",2,400,"TA","TA",0,0,0,0,0,0,NA,NA,6,2006,"WD","Normal",77,75,56,230
"1246",1246,1,80,"RL",78,12090,NA,"NWAmes","Norm","Norm","1Fam","SLvl",6,7,"CompShg","VinylSd","VinylSd","TA","TA","Gd","TA","Unf",0,"Unf",0,585,585,"GasA","SBrkr",1140,728,0,1868,0,0,3,1,3,1,"TA",7,"Typ",1,"BuiltIn",2,477,"TA","TA",268,112,0,0,147,0,NA,NA,1,2007,"WD","Abnorml",23,23,4,178
"1247",1247,1,60,"FV",65,8125,NA,"Somerst","Norm","Norm","1Fam","2Story",7,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","Unf",0,"Unf",0,756,756,"GasA","SBrkr",756,797,0,1553,0,0,2,1,3,1,"Gd",6,"Typ",0,"Attchd",2,615,"TA","TA",0,45,0,0,0,0,NA,NA,3,2006,"New","Partial",1,1,0,186.5
"1248",1248,1,80,"RL",0,12328,NA,"Mitchel","Norm","Norm","1Fam","SLvl",6,5,"CompShg","HdBoard","HdBoard","TA","TA","TA","TA","GLQ",539,"Unf",0,473,1012,"GasA","SBrkr",1034,0,0,1034,1,0,1,0,3,1,"TA",6,"Typ",0,"Attchd",3,888,"TA","TA",0,0,0,0,0,0,NA,NA,5,2010,"WD","Normal",34,34,34,169.9
"1249",1249,1,75,"RM",60,9600,"Grvl","OldTown","Norm","Norm","1Fam","2.5Unf",6,5,"CompShg","AsbShng","AsbShng","TA","TA","Gd","TA","Rec",319,"Unf",0,416,735,"OthW","SBrkr",1134,924,0,2058,0,0,1,1,3,1,"TA",8,"Typ",1,"Detchd",2,396,"Fa","Fa",0,0,259,0,0,0,NA,NA,4,2008,"WD","Normal",91,58,58,129.5
"1250",1250,1,20,"RL",60,7200,NA,"NAmes","Norm","Norm","1Fam","1Story",5,7,"CompShg","MetalSd","MetalSd","TA","TA","TA","TA","BLQ",534,"Rec",96,246,876,"GasA","SBrkr",988,0,0,988,0,0,1,0,3,1,"TA",6,"Typ",0,"Attchd",1,276,"TA","TA",0,80,0,0,0,0,NA,NA,5,2007,"WD","Normal",57,57,57,119
"1251",1251,1,20,"RL",93,11160,NA,"NAmes","Norm","Norm","1Fam","1Story",7,5,"CompShg","BrkFace","BrkFace","Gd","TA","TA","TA","ALQ",1065,"Unf",0,1045,2110,"GasA","SBrkr",2110,0,0,2110,1,0,2,1,3,1,"Ex",8,"Typ",2,"Attchd",2,522,"TA","TA",0,0,0,0,0,0,NA,NA,4,2010,"WD","Normal",42,42,42,244
"1252",1252,1,120,"RL",0,3136,NA,"NridgHt","Norm","Norm","TwnhsE","1Story",7,5,"CompShg","VinylSd","Wd Shng","Gd","TA","Gd","TA","Unf",0,"Unf",0,1405,1405,"GasA","SBrkr",1405,0,0,1405,0,0,2,0,2,1,"Gd",6,"Typ",1,"Attchd",2,478,"TA","TA",148,36,0,0,0,0,NA,NA,3,2006,"WD","Normal",3,3,3,171.75
"1253",1253,1,20,"RL",62,9858,NA,"Mitchel","Norm","Norm","1Fam","1Story",5,6,"CompShg","HdBoard","HdBoard","TA","TA","TA","TA","BLQ",510,"Unf",0,354,864,"GasA","SBrkr",874,0,0,874,1,0,1,0,3,1,"TA",5,"Typ",0,"Attchd",1,288,"TA","TA",33,0,0,0,0,0,NA,"GdWo",11,2009,"WD","Normal",41,41,41,130
"1254",1254,1,60,"RL",0,17542,NA,"Veenker","Norm","Norm","1Fam","2Story",7,7,"CompShg","Wd Sdng","Wd Sdng","Gd","TA","TA","TA","LwQ",125,"ALQ",1031,36,1192,"GasA","SBrkr",1516,651,0,2167,1,0,2,1,3,1,"Gd",9,"Typ",2,"Attchd",2,518,"TA","TA",220,47,0,0,0,0,NA,"MnPrv",7,2007,"WD","Normal",33,33,4,294
"1255",1255,1,60,"RL",60,6931,NA,"Edwards","Norm","Norm","1Fam","2Story",7,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","Unf",0,"Unf",0,746,746,"GasA","SBrkr",760,896,0,1656,0,0,2,1,3,1,"Gd",7,"Typ",1,"BuiltIn",2,397,"TA","TA",178,128,0,0,0,0,NA,NA,7,2008,"WD","Normal",5,5,4,165.4
"1256",1256,1,50,"RM",52,6240,NA,"BrkSide","Norm","Norm","1Fam","1.5Fin",6,6,"CompShg","Wd Sdng","Wd Sdng","TA","TA","TA","Fa","LwQ",425,"Unf",0,459,884,"GasA","FuseA",959,408,0,1367,0,0,1,0,3,1,"TA",6,"Typ",1,"Detchd",1,560,"TA","TA",0,0,0,0,120,0,NA,NA,11,2007,"WD","Normal",76,29,57,127.5
"1257",1257,1,20,"RL",91,14303,NA,"NoRidge","Norm","Norm","1Fam","1Story",8,5,"CompShg","HdBoard","HdBoard","Gd","TA","Gd","TA","GLQ",1314,"Unf",0,672,1986,"GasA","SBrkr",1987,0,0,1987,1,0,2,0,2,1,"Gd",7,"Typ",1,"Attchd",2,691,"TA","TA",262,36,0,0,0,0,NA,NA,8,2008,"WD","Normal",14,14,14,301.5
"1258",1258,1,30,"RL",56,4060,NA,"Edwards","Feedr","Norm","1Fam","1Story",5,8,"CompShg","Wd Sdng","Wd Sdng","TA","TA","Fa","TA","Unf",0,"Unf",0,864,864,"GasA","SBrkr",864,0,0,864,0,0,1,0,2,1,"TA",4,"Typ",0,NA,0,0,NA,NA,0,96,0,0,0,0,NA,NA,7,2009,"WD","Normal",87,0,59,99.9
"1259",1259,1,80,"RL",59,9587,NA,"Gilbert","Norm","Norm","1Fam","SLvl",7,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","GLQ",655,"Unf",0,201,856,"GasA","SBrkr",1166,0,0,1166,1,0,2,0,2,1,"Gd",5,"Typ",0,"Attchd",2,400,"TA","TA",212,0,0,0,0,0,NA,NA,7,2008,"WD","Normal",3,3,3,190
"1260",1260,1,20,"RL",65,9750,NA,"NAmes","Norm","Norm","1Fam","1Story",6,8,"CompShg","HdBoard","HdBoard","TA","TA","Gd","TA","ALQ",602,"LwQ",438,14,1054,"GasA","SBrkr",1054,0,0,1054,1,0,1,1,3,1,"TA",6,"Typ",0,"Attchd",2,460,"TA","TA",180,0,0,0,80,0,NA,NA,7,2008,"WD","Normal",39,39,39,151
"1261",1261,1,60,"RL",0,24682,NA,"Gilbert","RRAn","Norm","1Fam","2Story",6,5,"CompShg","VinylSd","VinylSd","TA","TA","Gd","TA","Unf",0,"Unf",0,841,841,"GasA","SBrkr",892,783,0,1675,0,0,2,1,3,1,"TA",7,"Typ",1,"BuiltIn",2,502,"TA","TA",0,103,0,0,0,0,NA,NA,6,2009,"WD","Normal",10,10,10,181
"1262",1262,1,20,"RL",80,9600,NA,"NAmes","Norm","Norm","1Fam","1Story",5,6,"CompShg","MetalSd","MetalSd","TA","TA","TA","TA","Rec",504,"Unf",0,546,1050,"GasA","SBrkr",1050,0,0,1050,0,0,1,0,2,1,"TA",5,"Typ",0,"Attchd",1,338,"TA","TA",0,0,0,0,0,0,NA,NA,6,2009,"WD","Normal",53,53,53,128.9
"1263",1263,1,50,"RL",0,11250,NA,"ClearCr","Norm","Norm","1Fam","1.5Fin",4,5,"CompShg","Wd Sdng","Wd Sdng","TA","TA","TA","TA","Unf",0,"Unf",0,1104,1104,"GasA","FuseA",1104,684,0,1788,1,0,1,0,5,1,"TA",8,"Min2",2,"Attchd",1,304,"TA","TA",120,0,0,0,0,0,NA,NA,11,2009,"WD","Normal",52,52,20,161.5
"1264",1264,1,70,"RL",60,13515,"Pave","BrkSide","Norm","Norm","1Fam","2Story",6,6,"CompShg","Wd Sdng","Wd Sdng","TA","TA","TA","TA","Unf",0,"Unf",0,764,764,"GasA","FuseA",1060,764,0,1824,0,0,1,0,3,1,"TA",8,"Typ",1,"Detchd",2,520,"TA","TA",0,0,126,0,0,0,NA,"GdPrv",7,2007,"WD","Normal",88,67,57,180.5
"1265",1265,1,120,"RH",34,4060,NA,"NAmes","Norm","Norm","TwnhsE","1Story",6,5,"CompShg","MetalSd","MetalSd","Gd","TA","Gd","TA","GLQ",266,"Unf",0,1139,1405,"GasA","SBrkr",1337,0,0,1337,1,0,2,0,2,1,"Gd",5,"Typ",0,"Attchd",2,511,"TA","TA",144,68,0,0,0,0,NA,NA,8,2008,"COD","Abnorml",10,10,9,181
"1266",1266,1,160,"FV",35,3735,NA,"Somerst","Norm","Norm","TwnhsE","2Story",7,5,"CompShg","MetalSd","MetalSd","Gd","TA","Gd","TA","GLQ",450,"Unf",0,241,691,"GasA","SBrkr",713,739,0,1452,1,0,2,1,3,1,"Gd",6,"Typ",0,"Detchd",2,506,"TA","TA",0,34,0,0,0,0,NA,NA,3,2006,"WD","Normal",7,7,7,183.9
"1267",1267,1,190,"RM",60,10120,NA,"OldTown","Feedr","Norm","2fmCon","2.5Unf",7,4,"CompShg","Wd Sdng","Wd Sdng","Fa","TA","TA","TA","Unf",0,"Unf",0,925,925,"GasA","FuseF",964,925,0,1889,0,0,1,1,4,2,"TA",9,"Typ",1,"Detchd",1,308,"TA","TA",0,0,264,0,0,0,NA,"MnPrv",1,2007,"WD","Normal",97,47,57,122
"1268",1268,1,20,"RL",89,13214,NA,"Timber","Norm","Norm","1Fam","1Story",9,5,"CompShg","Stucco","CmentBd","Ex","TA","Ex","TA","Unf",0,"Unf",0,2002,2002,"GasA","SBrkr",2018,0,0,2018,0,0,2,0,3,1,"Ex",10,"Typ",1,"Attchd",3,746,"TA","TA",144,76,0,0,0,0,NA,NA,5,2010,"WD","Normal",2,1,1,378.5
"1269",1269,1,50,"RL",0,14100,NA,"Crawfor","Norm","Norm","1Fam","1.5Fin",8,9,"CompShg","Stucco","Stucco","TA","Gd","TA","TA","Rec",192,"Unf",0,536,728,"GasA","SBrkr",1968,1479,0,3447,0,0,3,1,4,1,"Gd",11,"Typ",2,"BuiltIn",3,1014,"TA","TA",314,12,0,0,0,0,NA,"GdWo",5,2008,"WD","Normal",73,26,11,381
"1270",1270,1,50,"RL",78,11344,NA,"NAmes","Feedr","Norm","1Fam","1.5Fin",5,5,"CompShg","MetalSd","MetalSd","TA","TA","TA","TA","BLQ",460,"Unf",0,414,874,"GasW","FuseA",874,650,0,1524,0,0,1,1,3,1,"TA",7,"Typ",0,"Attchd",1,315,"TA","TA",0,0,0,0,0,0,NA,"GdWo",7,2007,"WD","Normal",49,49,49,144
"1271",1271,1,40,"RL",0,23595,NA,"ClearCr","Norm","Norm","1Fam","1Story",7,6,"WdShake","Plywood","Plywood","Gd","TA","Gd","TA","GLQ",1258,"Unf",0,74,1332,"GasA","SBrkr",1332,192,0,1524,2,0,0,1,0,1,"Gd",4,"Typ",1,"Attchd",2,586,"TA","TA",268,0,0,0,0,0,NA,NA,4,2010,"WD","Normal",31,31,31,260
"1272",1272,1,20,"RL",0,9156,NA,"NWAmes","PosN","Norm","1Fam","1Story",6,7,"CompShg","BrkFace","BrkFace","TA","TA","TA","TA","Unf",0,"Unf",0,1489,1489,"GasA","SBrkr",1489,0,0,1489,0,0,2,0,3,1,"Gd",7,"Typ",1,"Attchd",2,462,"TA","TA",0,0,0,0,0,0,NA,NA,8,2009,"WD","Normal",41,41,41,185.75
"1273",1273,1,20,"RL",0,13526,NA,"Sawyer","Norm","Norm","1Fam","1Story",5,6,"CompShg","HdBoard","Plywood","TA","TA","TA","TA","BLQ",560,"LwQ",375,0,935,"GasA","SBrkr",935,0,0,935,1,0,1,0,3,1,"TA",5,"Typ",0,"Attchd",1,288,"TA","TA",180,0,0,0,0,0,NA,"MnPrv",11,2006,"WD","Normal",41,41,41,137
"1274",1274,1,80,"RL",124,11512,NA,"Edwards","Norm","Norm","1Fam","SLvl",6,7,"CompShg","Plywood","Plywood","TA","TA","TA","TA","ALQ",719,"Unf",0,300,1019,"GasA","SBrkr",1357,0,0,1357,1,0,1,0,2,1,"Ex",5,"Typ",1,"Basment",1,312,"TA","TA",0,0,0,0,163,0,NA,"GdPrv",5,2008,"WD","Normal",49,49,2,177
"1275",1275,1,50,"RL",53,5362,NA,"Crawfor","Norm","Norm","1Fam","1.5Fin",5,6,"CompShg","Wd Sdng","Wd Shng","TA","TA","TA","TA","Unf",0,"Unf",0,661,661,"GasA","SBrkr",661,589,0,1250,0,0,2,0,3,1,"TA",8,"Typ",1,"Detchd",2,552,"TA","TA",242,0,81,0,0,0,NA,NA,11,2007,"WD","Normal",97,22,4,139
"1276",1276,1,90,"RL",95,11345,NA,"NAmes","Feedr","Norm","Duplex","2Story",5,5,"Roll","AsbShng","AsbShng","TA","TA","TA","TA","Rec",220,"Unf",0,708,928,"GasA","FuseA",928,992,0,1920,0,0,2,0,4,2,"TA",10,"Typ",0,"Detchd",2,400,"TA","Fa",0,0,0,0,0,0,NA,NA,7,2007,"WD","Normal",59,59,57,137
"1277",1277,1,60,"RL",0,12936,NA,"NWAmes","Norm","Norm","1Fam","2Story",6,6,"CompShg","HdBoard","Plywood","TA","TA","TA","Gd","BLQ",593,"Unf",0,130,723,"GasA","SBrkr",735,660,0,1395,0,1,1,1,3,1,"TA",6,"Typ",1,"Attchd",2,497,"TA","TA",294,116,0,0,0,0,NA,NA,12,2009,"WD","Normal",37,37,37,162
"1278",1278,1,80,"RL",0,17871,NA,"NWAmes","Norm","Norm","1Fam","SLvl",6,5,"CompShg","HdBoard","HdBoard","TA","TA","Gd","TA","ALQ",528,"Unf",0,1152,1680,"GasA","SBrkr",1724,0,0,1724,1,0,1,1,3,1,"TA",7,"Typ",1,"Attchd",2,480,"TA","TA",0,0,0,0,0,0,NA,NA,6,2009,"WD","Normal",42,42,33,197.9
"1279",1279,1,60,"RL",75,9473,NA,"CollgCr","Norm","Norm","1Fam","2Story",8,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","GLQ",804,"Unf",0,324,1128,"GasA","SBrkr",1128,903,0,2031,1,0,2,1,3,1,"Gd",7,"Typ",1,"Attchd",2,577,"TA","TA",0,211,0,0,0,0,NA,NA,3,2008,"WD","Normal",6,6,6,237
"1280",1280,1,50,"C (all)",60,7500,NA,"IDOTRR","Norm","Norm","1Fam","1.5Fin",4,4,"CompShg","MetalSd","MetalSd","TA","Gd","TA","TA","Unf",0,"Unf",0,698,698,"GasA","FuseA",698,430,0,1128,0,0,1,0,2,1,"TA",6,"Typ",0,"Detchd",2,528,"TA","TA",30,0,164,0,0,0,NA,NA,4,2010,"COD","Abnorml",90,30,60,68.4
"1281",1281,1,20,"RL",67,9808,NA,"CollgCr","Norm","Norm","1Fam","1Story",7,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","GLQ",788,"Unf",0,785,1573,"GasA","SBrkr",1573,0,0,1573,1,0,2,0,3,1,"Gd",6,"Typ",0,"Attchd",2,544,"TA","TA",0,72,0,0,0,0,NA,NA,3,2009,"WD","Normal",7,7,7,227
"1282",1282,1,20,"RL",50,8049,NA,"Timber","Norm","Norm","1Fam","1Story",7,5,"CompShg","HdBoard","HdBoard","TA","TA","Gd","TA","ALQ",1053,"Unf",0,256,1309,"GasA","SBrkr",1339,0,0,1339,1,0,2,0,2,1,"TA",6,"Typ",1,"Attchd",2,484,"Gd","Gd",0,58,0,0,90,0,NA,NA,7,2006,"WD","Normal",16,16,16,180
"1283",1283,1,20,"RL",61,8800,NA,"CollgCr","Norm","Norm","1Fam","1Story",5,7,"CompShg","HdBoard","HdBoard","TA","TA","Gd","TA","LwQ",532,"Rec",144,364,1040,"GasA","SBrkr",1040,0,0,1040,0,0,2,0,3,1,"Gd",5,"Typ",0,"Detchd",2,484,"TA","TA",0,0,0,0,288,0,NA,NA,9,2009,"WD","Normal",32,32,1,150.5
"1284",1284,1,90,"RL",94,9400,NA,"Mitchel","Norm","Norm","Duplex","2Story",6,5,"CompShg","MetalSd","Wd Shng","TA","TA","TA","TA","Unf",0,"Unf",0,912,912,"GasA","SBrkr",912,912,0,1824,0,0,2,2,4,2,"TA",8,"Typ",0,NA,0,0,NA,NA,128,0,0,0,0,0,NA,NA,4,2010,"WD","Normal",39,0,39,139
"1285",1285,1,50,"RL",50,9638,NA,"SWISU","Feedr","Norm","1Fam","1.5Fin",6,7,"CompShg","Wd Sdng","Wd Shng","TA","TA","TA","TA","Unf",0,"Unf",0,804,804,"GasA","SBrkr",1699,748,0,2447,0,0,2,0,4,1,"Gd",10,"Min2",1,"Detchd",1,336,"TA","TA",272,0,42,0,116,0,NA,NA,3,2010,"WD","Normal",91,41,20,169
"1286",1286,1,50,"RM",50,6000,NA,"BrkSide","Norm","Norm","1Fam","1.5Fin",6,6,"CompShg","MetalSd","MetalSd","TA","Fa","TA","TA","Unf",0,"Unf",0,780,780,"GasA","FuseF",825,587,0,1412,0,0,1,0,4,1,"TA",6,"Typ",1,"Detchd",1,280,"TA","TA",45,0,0,0,0,0,NA,NA,5,2009,"WD","Normal",70,70,59,132.5
"1287",1287,1,20,"RL",0,9790,NA,"NWAmes","Feedr","Norm","1Fam","1Story",6,5,"CompShg","HdBoard","HdBoard","TA","TA","TA","TA","ALQ",569,"Rec",81,678,1328,"GasA","SBrkr",1328,0,0,1328,1,0,1,1,3,1,"TA",6,"Typ",2,"Attchd",2,528,"TA","TA",0,26,0,0,0,0,NA,NA,6,2010,"WD","Normal",47,47,47,143
"1288",1288,1,20,"RL",0,36500,NA,"ClearCr","Norm","Norm","1Fam","1Story",5,5,"CompShg","Wd Sdng","Wd Sdng","TA","Gd","TA","TA","Rec",812,"Unf",0,812,1624,"GasA","SBrkr",1582,0,0,1582,0,1,2,0,4,1,"TA",7,"Typ",0,"Attchd",2,390,"TA","TA",168,198,0,0,0,0,NA,NA,6,2006,"WD","Normal",42,42,42,190
"1289",1289,1,120,"RL",40,5664,NA,"StoneBr","Norm","Norm","TwnhsE","1Story",8,5,"CompShg","CemntBd","CmentBd","Gd","TA","Gd","TA","GLQ",1158,"Unf",0,343,1501,"GasA","SBrkr",1659,0,0,1659,1,0,2,0,2,1,"Ex",5,"Typ",1,"Attchd",2,499,"TA","TA",212,59,0,0,0,0,NA,NA,10,2009,"WD","Normal",9,9,9,278
"1290",1290,1,60,"RL",86,11065,NA,"NridgHt","Norm","Norm","1Fam","2Story",8,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","Unf",0,"Unf",0,1085,1085,"GasA","SBrkr",1120,850,0,1970,0,0,2,1,3,1,"Ex",8,"Typ",1,"BuiltIn",3,753,"TA","TA",177,74,0,0,0,0,NA,NA,10,2006,"New","Partial",0,0,0,281
"1291",1291,1,80,"RL",0,14112,NA,"NAmes","Norm","Norm","1Fam","SLvl",5,7,"CompShg","Wd Sdng","HdBoard","TA","TA","TA","TA","GLQ",1014,"Unf",0,138,1152,"GasA","SBrkr",1152,0,0,1152,1,0,1,0,3,1,"TA",6,"Typ",1,"Attchd",2,484,"TA","TA",227,0,0,0,0,0,NA,NA,4,2010,"WD","Normal",46,46,46,180.5
"1292",1292,1,160,"RM",21,1680,NA,"BrDale","Norm","Norm","Twnhs","2Story",5,7,"CompShg","CemntBd","CmentBd","TA","TA","TA","TA","ALQ",231,"Unf",0,399,630,"GasA","SBrkr",630,672,0,1302,0,0,2,1,3,1,"TA",6,"Typ",0,"Detchd",1,264,"TA","TA",185,0,0,0,0,0,NA,NA,2,2009,"WD","Normal",37,37,37,119.5
"1293",1293,1,70,"RM",60,6600,NA,"OldTown","Norm","Norm","1Fam","2Story",5,4,"CompShg","Wd Sdng","Wd Sdng","TA","TA","TA","TA","Unf",0,"Unf",0,994,994,"GasA","SBrkr",1378,994,0,2372,0,0,2,0,4,2,"TA",11,"Min2",0,"Attchd",1,432,"TA","TA",0,287,0,0,0,0,NA,NA,12,2009,"WD","Normal",117,24,44,107.5
"1294",1294,1,60,"RL",78,10140,NA,"NWAmes","Norm","Norm","1Fam","2Story",7,5,"CompShg","HdBoard","HdBoard","TA","TA","Gd","TA","GLQ",194,"Unf",0,638,832,"GasA","SBrkr",832,832,0,1664,0,0,2,1,4,1,"TA",8,"Typ",1,"Attchd",2,528,"TA","TA",0,28,0,0,259,0,NA,"GdWo",3,2006,"WD","Normal",30,30,30,162.9
"1295",1295,1,20,"RL",60,8172,NA,"Edwards","Norm","Norm","1Fam","1Story",5,7,"CompShg","WdShing","Plywood","TA","TA","TA","TA","Rec",167,"Unf",0,697,864,"GasA","SBrkr",864,0,0,864,1,0,1,0,2,1,"TA",5,"Typ",0,"Detchd",2,572,"TA","TA",0,0,0,0,0,0,NA,NA,4,2006,"WD","Normal",51,49,16,115
"1296",1296,1,20,"RL",70,8400,NA,"NAmes","Feedr","Norm","1Fam","1Story",5,5,"CompShg","HdBoard","HdBoard","TA","TA","TA","TA","BLQ",1016,"Unf",0,36,1052,"GasA","SBrkr",1052,0,0,1052,1,0,1,1,3,1,"TA",5,"Typ",0,"Attchd",1,288,"TA","TA",356,0,0,0,0,0,NA,"GdWo",11,2006,"WD","Normal",38,38,38,138.5
"1297",1297,1,20,"RL",80,8700,NA,"NAmes","Norm","Norm","1Fam","1Story",5,6,"CompShg","MetalSd","MetalSd","TA","Gd","TA","TA","ALQ",776,"Unf",0,344,1120,"GasA","SBrkr",1128,0,0,1128,1,0,2,0,3,1,"TA",6,"Typ",0,"Attchd",2,525,"TA","TA",192,20,123,0,0,0,NA,"MnPrv",12,2008,"WD","Normal",45,45,45,155
